DATE,business_insolvencies
2006-04-01,3927.3333333333335
2006-05-01,3927.3333333333335
2006-06-01,3927.3333333333335
2006-07-01,3359.0
2006-08-01,3359.0
2006-09-01,3359.0
2006-10-01,4561.0
2006-11-01,4561.0
2006-12-01,4561.0
2007-01-01,4624.666666666667
2007-02-01,4624.666666666667
2007-03-01,4624.666666666667
2007-04-01,4271.0
2007-05-01,4271.0
2007-06-01,4271.0
2007-07-01,3544.3333333333335
2007-08-01,3544.3333333333335
2007-09-01,3544.3333333333335
2007-10-01,4676.666666666667
2007-11-01,4676.666666666667
2007-12-01,4676.666666666667
2008-01-01,4644.0
2008-02-01,4644.0
2008-03-01,4644.0
2008-04-01,4474.0
2008-05-01,4474.0
2008-06-01,4474.0
2008-07-01,3940.6666666666665
2008-08-01,3940.6666666666665
2008-09-01,3940.6666666666665
2008-10-01,5488.666666666667
2008-11-01,5488.666666666667
2008-12-01,5488.666666666667
2009-01-01,5758.0
2009-02-01,5758.0
2009-03-01,5758.0
2009-04-01,5316.0
2009-05-01,5316.0
2009-06-01,5316.0
2009-07-01,4585.333333333333
2009-08-01,4585.333333333333
2009-09-01,4585.333333333333
2009-10-01,5435.0
2009-11-01,5435.0
2009-12-01,5435.0
2010-01-01,5770.0
2010-02-01,5770.0
2010-03-01,5770.0
2010-04-01,5092.0
2010-05-01,5092.0
2010-06-01,5092.0
2010-07-01,4244.666666666667
2010-08-01,4244.666666666667
2010-09-01,4244.666666666667
2010-10-01,5024.333333333333
2010-11-01,5024.333333333333
2010-12-01,5024.333333333333
2011-01-01,5643.0
2011-02-01,5643.0
2011-03-01,5643.0
2011-04-01,5074.333333333333
2011-05-01,5074.333333333333
2011-06-01,5074.333333333333
2011-07-01,4065.6666666666665
2011-08-01,4065.6666666666665
2011-09-01,4065.6666666666665
2011-10-01,5082.0
2011-11-01,5082.0
2011-12-01,5082.0
2012-01-01,5663.333333333333
2012-02-01,5663.333333333333
2012-03-01,5663.333333333333
2012-04-01,4867.666666666667
2012-05-01,4867.666666666667
2012-06-01,4867.666666666667
2012-07-01,4211.333333333333
2012-08-01,4211.333333333333
2012-09-01,4211.333333333333
2012-10-01,5661.333333333333
2012-11-01,5661.333333333333
2012-12-01,5661.333333333333
2013-01-01,5538.333333333333
2013-02-01,5538.333333333333
2013-03-01,5538.333333333333
2013-04-01,5216.666666666667
2013-05-01,5216.666666666667
2013-06-01,5216.666666666667
2013-07-01,4505.333333333333
2013-08-01,4505.333333333333
2013-09-01,4505.333333333333
2013-10-01,5628.0
2013-11-01,5628.0
2013-12-01,5628.0
2014-01-01,5765.666666666667
2014-02-01,5765.666666666667
2014-03-01,5765.666666666667
2014-04-01,5208.0
2014-05-01,5208.0
2014-06-01,5208.0
2014-07-01,4568.0
2014-08-01,4568.0
2014-09-01,4568.0
2014-10-01,5313.0
2014-11-01,5313.0
2014-12-01,5313.0
2015-01-01,6204.0
2015-02-01,6204.0
2015-03-01,6204.0
2015-04-01,5069.0
2015-05-01,5069.0
2015-06-01,5069.0
2015-07-01,4423.333333333333
2015-08-01,4423.333333333333
2015-09-01,4423.333333333333
2015-10-01,5340.666666666667
2015-11-01,5340.666666666667
2015-12-01,5340.666666666667
2016-01-01,5558.0
2016-02-01,5558.0
2016-03-01,5558.0
2016-04-01,5067.666666666667
2016-05-01,5067.666666666667
2016-06-01,5067.666666666667
2016-07-01,3890.3333333333335
2016-08-01,3890.3333333333335
2016-09-01,3890.3333333333335
2016-10-01,4869.0
2016-11-01,4869.0
2016-12-01,4869.0
2017-01-01,5279.666666666667
2017-02-01,5279.666666666667
2017-03-01,5279.666666666667
2017-04-01,4583.333333333333
2017-05-01,4583.333333333333
2017-06-01,4583.333333333333
2017-07-01,3607.6666666666665
2017-08-01,3607.6666666666665
2017-09-01,3607.6666666666665
2017-10-01,4719.666666666667
2017-11-01,4719.666666666667
2017-12-01,4719.666666666667
2018-01-01,4804.333333333333
2018-02-01,4804.333333333333
2018-03-01,4804.333333333333
2018-04-01,4464.666666666667
2018-05-01,4464.666666666667
2018-06-01,4464.666666666667
2018-07-01,3840.0
2018-08-01,3840.0
2018-09-01,3840.0
2018-10-01,4904.666666666667
2018-11-01,4904.666666666667
2018-12-01,4904.666666666667
2019-01-01,4855.0
2019-02-01,4855.0
2019-03-01,4855.0
2019-04-01,4286.666666666667
2019-05-01,4286.666666666667
2019-06-01,4286.666666666667
2019-07-01,3476.6666666666665
2019-08-01,3476.6666666666665
2019-09-01,3476.6666666666665
2019-10-01,4430.0
2019-11-01,4430.0
2019-12-01,4430.0
2020-01-01,3532.0
2020-02-01,3532.0
2020-03-01,3532.0
2020-04-01,1939.6666666666667
2020-05-01,1939.6666666666667
2020-06-01,1939.6666666666667
2020-07-01,2276.6666666666665
2020-08-01,2276.6666666666665
2020-09-01,2276.6666666666665
2020-10-01,2657.3333333333335
2020-11-01,2657.3333333333335
2020-12-01,2657.3333333333335
2021-01-01,2471.0
2021-02-01,2471.0
2021-03-01,2471.0
2021-04-01,2220.6666666666665
2021-05-01,2220.6666666666665
2021-06-01,2220.6666666666665
2021-07-01,1811.3333333333333
2021-08-01,1811.3333333333333
2021-09-01,1811.3333333333333
2021-10-01,2693.0
2021-11-01,2693.0
2021-12-01,2693.0
2022-01-01,3356.0
2022-02-01,3356.0
2022-03-01,3356.0
2022-04-01,3326.0
2022-05-01,3326.0
2022-06-01,3326.0
2022-07-01,3086.3333333333335
2022-08-01,3086.3333333333335
2022-09-01,3086.3333333333335
2022-10-01,4003.0
2022-11-01,4003.0
2022-12-01,4003.0
2023-01-01,4872.0
2023-02-01,4872.0
2023-03-01,4872.0
2023-04-01,4488.666666666667
