DATE,firms_creation
2018-10-01,59941.666666666664
2018-11-01,59941.666666666664
2018-12-01,59941.666666666664
2019-01-01,72335.0
2019-02-01,72335.0
2019-03-01,72335.0
2019-04-01,64955.0
2019-05-01,64955.0
2019-06-01,64955.0
2019-07-01,62830.333333333336
2019-08-01,62830.333333333336
2019-09-01,62830.333333333336
2019-10-01,71632.0
2019-11-01,71632.0
2019-12-01,71632.0
2020-01-01,70278.33333333333
2020-02-01,70278.33333333333
2020-03-01,70278.33333333333
2020-04-01,53029.333333333336
2020-05-01,53029.333333333336
2020-06-01,53029.333333333336
2020-07-01,76133.66666666667
2020-08-01,76133.66666666667
2020-09-01,76133.66666666667
2020-10-01,83280.0
2020-11-01,83280.0
2020-12-01,83280.0
2021-01-01,91658.33333333333
2021-02-01,91658.33333333333
2021-03-01,91658.33333333333
2021-04-01,84169.33333333333
2021-05-01,84169.33333333333
2021-06-01,84169.33333333333
2021-07-01,74046.33333333333
2021-08-01,74046.33333333333
2021-09-01,74046.33333333333
2021-10-01,82082.0
